eid,category,shape,shape_type,size,sentence,reasoning
Id75,geography,,,2,Jakubov dom is located in Námestie Milana Rastislava Štefánika and on Hlavne namestie.,"We need to produce fluent English prose expressing both triples. Subject: ""Jakubov dom"". Predicate ""locatedIn"" object ""Námestie Milana Rastislava Štefánika"". Also ""locatedOn"" object ""Hlavne namestie"". Both are locations. Need to include both facts. Could be: ""Jakubov dom is located in Námestie Milana Rastislava Štefánika and is located on Hlavne namestie."" Or combine: ""Jakubov dom is located in Námestie Milana Rastislava Štefánika and on Hlavne namestie."" Ensure both facts present. Use proper names unchanged. Should we translate ""Hlavne namestie"" maybe it's ""Hlavne namestie"" as proper? It's not obviously proper? It's a street name, likely proper, keep as is. So sentence: ""Jakubov dom is located in Námestie Milana Rastislava Štefánika and on Hlavne namestie."" That includes both. Ensure no extra info. Output only sentence."
Id76,geography,,,1,Fatrikum is a tectonic unit of Obec Stráne pod Tatrami.,"We need to produce a fluent English sentence expressing the triple: subject ""Fatrikum"" predicate ""isTectonicUnitOf"" object ""Obec Stráne pod Tatrami"". So ""Fatrikum is a tectonic unit of Obec Stráne pod Tatrami."" Need to translate entity not proper named? ""Fatrikum"" seems maybe a proper name? It's not obviously a common noun, but we treat as proper named entity, keep as is. ""Obec Stráne pod Tatrami"" is a proper name (Czech municipality). So sentence: ""Fatrikum is a tectonic unit of Obec Stráne pod Tatrami."" That's it."
Id77,culture,,,3,Na love is a Slovak television series that has Žofie Bosniaková as its moderator.,"We need to produce a single fluent English sentence (or two short ones) that expresses all facts. Triples: Subject: Na love (likely a TV show). Predicate hasModerator -> Žofie Bosniaková. So ""Na love has moderator Žofie Bosniaková."" Predicate isType -> televízna relácia (means ""television series"" or ""TV show""). So ""Na love is a television series"" or ""Na love is a TV program"". Must translate ""televízna relácia"" to English: ""television series"" or ""television program"". Probably ""television series"". Use ""type"" as ""is a television series"". Predicate hasLanguage -> slovenská (means ""Slovak""). So ""Na love is in Slovak language."" Combine: ""Na love is a television series in Slovak, moderated by Žofie Bosniaková."" That includes all facts. Check: includes moderator, type, language. Yes. Make sure not to add extra info. Use ""moderated by"" is okay. Could also say ""has moderator Žofie Bosniaková"". Both fine. Thus final sentence: ""Na love is a Slovak television series that has Žofie Bosniaková as its moderator."" That includes all. Let's output that."
Id78,culture,,,3,Jaroslav Filip is a Slovak moderator who is married to Adela Vinczeova.,"We need to produce fluent English prose expressing all facts. Triples: 1. Jaroslav Filip | occupation | moderator 2. Jaroslav Filip | nationality | slovenský (means Slovak) 3. Adela Vinczeova | spouseOf | Jaroslav Filip We need to translate ""moderator"" as occupation. ""slovenský"" is Slovak nationality. So: ""Jaroslav Filip is a Slovak moderator, and his spouse is Adela Vinczeova."" But need to include occupation: ""moderator"". Could say: ""Jaroslav Filip, a Slovak moderator, is married to Adela Vinczeova."" That includes spouse relation. The triple says spouseOf: Adela Vinczeova spouseOf Jaroslav Filip, meaning Adela is spouse of Jaroslav. So we can say ""Jaroslav Filip is a Slovak moderator and is married to Adela Vinczeova."" That covers all. Make sure we include all facts: occupation, nationality, spouse. Yes. Output only sentence(s). One sentence is fine. Thus: ""Jaroslav Filip is a Slovak moderator who is married to Adela Vinczeova."""
Id79,history,,,1,Vašo Patejdl is from Očová.,"We need to produce a fluent English sentence expressing the triple: subject Vašo Patejdl, predicate placeOfOrigin, object Očová. We must translate predicate ""placeOfOrigin"" into English, likely ""is from"" or ""originates from"". Use ""Vašo Patejdl is from Očová."" That expresses the fact. Ensure we don't add extra info. That's fine. Output only the sentence."
Id80,history,,,2,"Hlas began publication in Skalica, which is a city in the river Morava.","We need to produce fluent English prose expressing both triples. Triples: 1. Hlas | publicationStartLocation | Skalica => ""Hlas started publication in Skalica"" or ""The publication of Hlas started in Skalica"". The predicate ""publicationStartLocation"" means location where publication started. 2. Skalica | isCityIn | rieka Morava We need to translate ""rieka Morava"". ""rieka"" is Slovak for ""river"". So ""river Morava"". So ""Skalica is a city in the river Morava""? Actually ""isCityIn"" suggests the city is in something, likely a region or river basin. So ""Skalica is a city in the River Morava"". So we need to combine. We must not add extra info. So we can say: ""Hlas began publication in Skalica, which is a city in the River Morava."" That includes both facts. Ensure we preserve ""River Morava"" exactly? The triple says ""rieka Morava"". Should we translate ""rieka"" to ""river""? Yes, translate non-proper entity. So ""river Morava"". Keep ""Morava"" as proper name. So ""river Morava"". Good. Thus sentence: ""Hlas began publication in Skalica, which is a city in the river Morava."" Check: includes both facts. No extra. Good. Return only sentence."
Id81,geography,,,1,Lysá is located in Šaštín‑Stráže.,"We need to produce a fluent English sentence expressing the triple: Lysá | locatedIn | Šaštín-Stráže. We must translate subject and object: Lysá is likely a place (maybe a hill). It's not a proper named entity? It is a proper name (Lysá). Keep as is. Šaštín-Stráže is also a proper name. So sentence: ""Lysá is located in Šaštín-Stráže."" That's it."
Id84,culture,,,1,The poetry collection Nedeľa was authored by Ján Pavol II.,"We need to produce a fluent English sentence expressing the triple: subject ""zbierka básni Nedeľa"" | predicate ""author"" | object ""Ján Pavol II"". The subject is a collection of poems titled ""Nedeľa"". It's not a proper named entity? It's a title, likely a proper name, but it's in Slovak: ""zbierka básni Nedeľa"" means ""poetry collection Nedeľa"". The instruction: translate any entity that is NOT a proper named entity into English (e.g. common nouns, roles, generic descriptions). Keep proper named entities (names of people, places, organisations, works, etc.) in their original form. ""zbierka básni Nedeľa"" is a work title, likely proper named entity? It's a title of a poetry collection, so it's a proper name. Should we keep it as is? The rule: keep proper named entities in original form. So ""zbierka básni Nedeľa"" is a title, but includes generic words ""zbierka básni"" (collection of poems) plus ""Nedeľa"". Might be considered the title ""Nedeľa"". The phrase ""zbierka básni Nedeľa"" is a description, not a proper name? The title is ""Nedeľa"". The phrase ""zbierka básni"" is a generic description. So we should translate: ""the poetry collection Nedeľa"". That would be English translation of the subject, preserving the proper name ""Nedeľa"". The object ""Ján Pavol II"" is a proper name, keep as is. Predicate ""author"" -> ""was authored by"" or ""was written by"". Use natural: ""was authored by"". So sentence: ""The poetry collection Nedeľa was authored by Ján Pavol II."" Check: includes all facts: subject, predicate, object. Yes. Output only sentence."
Id85,culture,,,3,"Kamil Čapkovič performed the role of Jánošík, the title role in the theatrical play Na skle maľované.","We need to produce fluent English prose expressing all facts. Triples: 1. Kamil Čapkovič performedRole Jánošík. So Kamil Čapkovič performed the role of Jánošík. 2. Jánošík isTitleRoleIn Na skle maľované. So the role of Jánošík is the title role in ""Na skle maľované"". 3. Na skle maľované isType divadelná hra. So ""Na skle maľované"" is a theatrical play (divadelná hra translates to ""theatrical play"" or ""play""). We need to combine: Kamil Čapkovič performed the role of Jánošík, which is the title role in the play ""Na skle maľované"", which is a theatrical play. We must not add extra info. So sentence: ""Kamil Čapkovič performed the role of Jánošík, the title role in the theatrical play Na skle maľované."" That includes all facts. Ensure we mention that Na skle maľované is a theatrical play. The phrase ""the theatrical play Na skle maľované"" conveys that. Thus final answer."
Id86,culture,,,2,Petr Cmorik wrote Najväčšie želanie and Hľadať a nájsť.,"We need to produce fluent English prose expressing both triples. Both have same subject Petr Cmorik, predicate wrote, objects are titles: Najväčšie želanie and Hľadať a nájsť. These are likely titles of works (maybe books, songs). We need to translate any entity that is NOT a proper named entity into English. The titles are not proper named entities? They are titles, likely proper nouns? The instruction: ""Translate any entity that is NOT a proper named entity into English (e.g. common nouns, roles, generic descriptions). Keep proper named entities (names of people, places, organisations, works, etc.) in their original form."" Titles are works, which are proper named entities, so we should keep them as is. So we keep ""Najväčšie želanie"" and ""Hľadať a nájsť"". The sentence: ""Petr Cmorik wrote Najväčšie želanie and Hľadať a nájsť."" That expresses both facts. Ensure we include both. Could also say ""Petr Cmorik wrote the works Najväčšie želanie and Hľadať a nájsť."" But ""the works"" adds info not in triples. Might be okay? It adds a generic description ""the works"". That might be adding info not present. Better to keep simple: ""Petr Cmorik wrote Najväčšie želanie and Hľadať a nájsť."" That includes both. No extra info. Output only sentence."
Id87,geography,,,2,Odeská ulica is located in Bratislava. Bratislava is part of Bratislava.,"We need to produce fluent English prose expressing both triples. Triples: 1. Odeská ulica | locatedIn | Bratislava 2. Bratislava | isPartOf | Bratislava Second triple says Bratislava is part of Bratislava, which is tautological but we must state it. So we need to say: Odeská ulica is located in Bratislava, which is part of Bratislava. Could be two short sentences: Odeská ulica is located in Bratislava. Bratislava is part of Bratislava. That satisfies all facts. Must not add anything else. Use proper names unchanged. ""Odeská ulica"" is a street name, keep as is. Provide sentences. Thus final answer: ""Odeská ulica is located in Bratislava. Bratislava is part of Bratislava."""
Id88,history,,,2,Bratislavský kraj is located in Bratislava and is named after Miloš Alexander Bazovský.,"We need to produce fluent English prose expressing both triples. Subject: ""Bratislavský kraj"" (likely a region). Predicate ""locatedIn"" -> ""is located in"". Object ""Bratislava"". Second triple: ""namedAfter"" -> ""is named after"". Object ""Miloš Alexander Bazovský"". So we need to convey both facts. Could be: ""Bratislavský kraj is located in Bratislava and is named after Miloš Alexander Bazovský."" That's a single sentence covering both. Ensure we keep proper names as is. Should we translate ""Bratislavský kraj"" maybe it's a region name, keep as is. So final answer: ""Bratislavský kraj is located in Bratislava and is named after Miloš Alexander Bazovský."""
Id89,geography,,,1,Bytča's highest peak is Fabova hoľa.,"We need to produce a single fluent English sentence (or two short ones) that expresses the fact: Bytča highestPeak Fabova hoľa. We need to translate subject Bytča (likely a place) and object Fabova hoľa (a peak). Predicate highestPeak => ""has the highest peak"" or ""its highest peak is"". So sentence: ""Bytča's highest peak is Fabova hoľa."" That includes all facts. No extra info. Output only sentence."
Id90,history,,,1,Bratislava was constructed in the 13th century.,"We need to produce a fluent English sentence expressing the triple: subject ""Bratislava"", predicate ""constructionCentury"", object ""13"". So we need to translate predicate: ""constructionCentury"" likely means ""was constructed in the 13th century"" or ""was built in the 13th century"". The object ""13"" likely refers to century number. So we can say: ""Bratislava was constructed in the 13th century."" That includes all facts. Ensure no extra info. Use only given info. So final answer: ""Bratislava was constructed in the 13th century."""
Id91,politics,,,2,"Národna bločková lotéria was declared by the Ministry of Finance of the Slovak Republic, which has country Piešťany.","We need to produce fluent English prose expressing both triples. Triples: 1. Národna bločková lotéria | declaredBy | ministerstvo financií Slovenskej republiky 2. ministerstvo financií Slovenskej republiky | country | Piešťany We need to translate predicate to English: ""declaredBy"" => ""was declared by"". ""country"" => ""is located in"" or ""belongs to the country""? Actually ""country"" predicate linking ministry to Piešťany. Piešťany is a town, not a country. But we must use literal predicate translation: ""country"". So we could say ""the Ministry of Finance of the Slovak Republic is in the country Piešťany""? That seems odd. But we must follow the triple: subject ""ministerstvo financií Slovenskej republiky"" predicate ""country"" object ""Piešťany"". So we need to express that the Ministry of Finance of the Slovak Republic has country Piešťany. Could phrase: ""The Ministry of Finance of the Slovak Republic is associated with the country Piešťany."" But we must not add info. Use ""has country"" maybe. ""The Ministry of Finance of the Slovak Republic has country Piešťany."" That is literal but maybe acceptable. We need to include both facts in one or two sentences. First: ""Národna bločková lotéria was declared by the Ministry of Finance of the Slovak Republic."" Second: ""The Ministry of Finance of the Slovak Republic has country Piešťany."" Combine: ""Národna bločková lotéria was declared by the Ministry of Finance of the Slovak Republic, which has country Piešťany."" That includes both. Check: we used ""has country"". That's translation of predicate ""country"". Might be okay. We must not add any extra info. The phrase ""which has country Piešťany"" uses ""which"" referencing the ministry. That's fine. Thus final output: single sentence. Let's produce."
Id92,other,,,1,Vojtech Bukovský achieved in the field of physics.,"We need to produce a fluent English sentence expressing the triple: subject Vojtech Bukovský, predicate achievedInField, object fyzika. We need to translate object ""fyzika"" which is Czech for ""physics"". It's not a proper named entity, so translate to English: physics. Predicate ""achievedInField"" -> ""achieved in the field of"". So sentence: ""Vojtech Bukovský achieved in the field of physics."" Check: Use only given info. Yes. Return only sentence."
Id93,geography,,,2,Tiesňava Kyseľ is located in Bratislava. Bratislava is a mountain range.,"We need to produce fluent English prose expressing both triples. Triples: 1. Tiesňava Kyseľ | locatedIn | Bratislava 2. Bratislava | isA | horské pásmo We need to translate predicate: ""locatedIn"" => ""is located in"". ""isA"" => ""is a"". The object ""Bratislava"" is a proper name, keep as is. The subject ""Tiesňava Kyseľ"" is likely a proper name? It seems like a place name, keep as is. The object of second triple ""horské pásmo"" is not a proper name; it's Slovak for ""mountain range"". So translate to English: ""mountain range"". So ""Bratislava is a mountain range."" That seems odd because Bratislava is a city, but we must not add context; just state as given. Thus sentence(s): ""Tiesňava Kyseľ is located in Bratislava, which is a mountain range."" Or two sentences: ""Tiesňava Kyseľ is located in Bratislava. Bratislava is a mountain range."" Both convey all facts. Use only given info. Probably two short sentences is fine. Let's output: ""Tiesňava Kyseľ is located in Bratislava. Bratislava is a mountain range."""
Id94,geography,,,2,Podunajské Biskupice is a city district and is part of Banská Štiavnica.,"We need to produce fluent English prose expressing both triples. Triples: 1. Podunajské Biskupice isPartOf Banská Štiavnica. 2. Podunajské Biskupice type mestská časť. We need to translate ""mestská časť"" which is Slovak for ""city district"" or ""urban part"". It's a type. So we can say ""Podunajské Biskupice is a city district and is part of Banská Štiavnica."" We must not add extra info. That's fine. Make sure we keep proper names unchanged. ""Podunajské Biskupice"" and ""Banská Štiavnica"" are proper names. Thus sentence: ""Podunajské Biskupice is a city district and is part of Banská Štiavnica."" That's one sentence covering both facts. Check: we used ""city district"" as translation of ""mestská časť"". That's correct. Return only the sentence."
Id95,geography,,,1,The symbol of Zemplín is Snina.,"We need to produce a fluent English sentence expressing the triple: subject Zemplín, predicate symbol, object Snia. Actually object is Snina. So ""Zemplín symbol Snina"". Means Zemplín's symbol is Snina? The predicate ""symbol"" likely means ""has the symbol"". So we can say: ""The symbol of Zemplín is Snina."" Must translate entity not proper named? Zemplín is a proper name (region). Snina is also a proper name (town). So keep them. Sentence: ""The symbol of Zemplín is Snina."" That's all."
Id96,history,,,2,Ľudovít Štúr is known as Andrej Bielik and as Observer.,"We need to produce fluent English prose expressing both triples. The subject is Ľudovít Štúr. Predicate knownAs, object Andrej Bielik and Pozorovateľ. So we need to say that Ľudovít Štúr is known as Andrej Bielik and also known as Pozorovateľ. Must include both facts. Could be: ""Ľudovít Štúr is known as Andrej Bielik and as Pozorovateľ."" That includes both. Ensure no extra info. Use proper names unchanged. ""Pozorovateľ"" is a word maybe not proper, but it's given as object; we treat as English translation? The instruction: translate any entity that is NOT a proper named entity into English. ""Pozorovateľ"" is Slovak word meaning ""Observer"". Is it a proper name? Likely not a proper name, so we should translate to English: ""Observer"". But the rule: Keep proper named entities (names of people, places, organisations, works, etc.) in original form. ""Pozorovateľ"" is not a proper name, it's a common noun. So we should translate to English: ""Observer"". Similarly ""Andrej Bielik"" is a proper name, keep as is. So sentence: ""Ľudovít Štúr is known as Andrej Bielik and as Observer."" That expresses both. Ensure we include both knownAs facts. That seems correct. Check: Should we include ""also known as""? Could be ""Ľudovít Štúr is known as Andrej Bielik and as Observer."" Good. Return only sentence."
Id97,geography,,,1,Hlavná bratislavská autobusová stanica has capital Prešov.,"We need to produce a fluent English sentence expressing the triple: subject ""Hlavná bratislavská autobusová stanica"" hasCapital Prešov. We need to translate non-proper entities to English. ""Hlavná bratislavská autobusová stanica"" is Slovak phrase meaning ""Main Bratislava bus station"". Is that a proper named entity? It's a specific station, likely a proper name. But instruction: translate any entity that is NOT a proper named entity into English (e.g., common nouns, roles, generic descriptions). Keep proper named entities (names of people, places, organisations, works, etc.) in original form. ""Hlavná bratislavská autobusová stanica"" is a proper name of a bus station, but it's in Slovak. Should we keep it as is? It's a proper named entity (a specific station). So we keep it unchanged. ""Prešov"" is a city, proper name, keep unchanged. Predicate ""hasCapital"". Translate to English: ""has capital"". So sentence: ""Hlavná bratislavská autobusová stanica has capital Prešov."" That sounds odd because a bus station having a capital? But we must not add context. Just literal. Thus output that sentence."
Id98,geography,,,2,Stredná priemyselná škola stavebná is located on Veľká okružná in the city of Piešťany.,"We need to produce fluent English prose expressing both triples. Subject: ""Stredná priemyselná škola stavebná"" which is a Slovak phrase meaning ""Middle Industrial School of Construction"" maybe. It's not a proper named entity? It's a school name, likely proper noun. But instruction: translate any entity that is NOT a proper named entity into English (e.g. common nouns, roles, generic descriptions). Keep proper named entities in original form. Is ""Stredná priemyselná škola stavebná"" a proper name? It seems like the official name of a school, likely proper. So keep as is. The predicates: ""locatedOnStreet"" -> ""is located on the street"". ""locatedInCity"" -> ""is located in the city"". Objects: ""Veľká okružná"" (street name) and ""Piešťany"" (city). Both are proper names, keep as is. We need a single fluent English sentence (or two short ones if needed) that naturally expresses all facts. Could be: ""Stredná priemyselná škola stavebná is located on Veľká okružná in the city of Piešťany."" That covers both. Ensure we include both facts. That seems fine. Check: ""locatedOnStreet"" -> ""on Veľká okružná"". ""locatedInCity"" -> ""in the city of Piešťany"". Good. Return only the sentence."
Id99,history,,,1,The first Slovak gymnasium originated in Západoslovenská časť.,"We need to produce a fluent English sentence expressing the triple: subject ""prvé slovenské gymnázium"" predicate ""placeOfOrigin"" object ""Západoslovenská časť"". Need to translate non-proper entities to English. ""prvé slovenské gymnázium"" is Slovak phrase meaning ""the first Slovak gymnasium"". That's a common noun phrase, not a proper name, so translate to English: ""the first Slovak gymnasium"". Object ""Západoslovenská časť"" likely is a proper name? It means ""Western Slovak part"". Might be a region, but it's a proper named entity? It's a specific region name, likely proper. Keep as original. So sentence: ""The first Slovak gymnasium originated in Západoslovenská časť."" Or ""The first Slovak gymnasium has its place of origin in Západoslovenská časť."" Use natural English. Must include all facts: subject, predicate, object. So: ""The first Slovak gymnasium originated in Západoslovenská časť."" That expresses place of origin. Good. Check: Use only given info. Yes. Return only sentence."
Id100,geography,,,3,"Slovensko has a river called okres Sabinov, which ranks second in length and is in Slovensko.","We need to produce fluent English prose expressing all facts. Triples: 1. Slovensko | hasRiver | okres Sabinov Interpretation: ""Slovensko has river okres Sabinov""? Actually ""hasRiver"" predicate: subject Slovensko, object ""okres Sabinov"". But ""okres Sabinov"" is a district, not a river. However we must not infer; just translate. So we say ""Slovensko has the river okres Sabinov."" But ""okres Sabinov"" is not a river; but we must follow given. So ""Slovensko has a river called okres Sabunov""? The object is ""okres Sabinov"". Should we treat as name of river? It's not proper named entity? It's a district name, but we treat as entity, not proper? The rule: translate any entity that is NOT a proper named entity into English (e.g., common nouns, roles, generic descriptions). Keep proper named entities in original form. ""okres Sabinov"" is likely a proper name (district). It's a proper named entity, but it's not a river name. However it's a proper noun phrase. So keep as is. Thus: ""Slovensko has the river okres Sabinov."" 2. okres Sabinov | rankByLength | 2 Interpret: ""okres Sabinov is ranked 2 by length."" So ""okres Sabinov ranks second in length."" 3. okres Sabinov | country | Slovensko Interpret: ""okres Sabinov is in the country Slovensko."" So ""okres Sabinov is in Slovensko."" Combine: We need to express all facts. Could be two sentences: one about Slovensko having river, and one about the district's rank and country. But we must include that the district is the river? Actually first triple says Slovensko hasRiver okres Sabinov. So we need to mention that the river is called ""okres Sabinov"". Then we also say that ""okres Sabinov"" ranks second in length and is in Slovensko. That repeats country. We can combine: ""Slovensko has a river named okres Sabinov, which ranks second in length and is located in Slovensko."" That repeats country but okay. But we must not add extra facts. The phrase ""named"" is okay? It adds ""named"". The triple says hasRiver, object is okres Sabinov. Saying ""river named okres Sabinov"" is a translation. It's okay. Thus final sentence: ""Slovensko has a river called okres Sabinov, which ranks second in length and is in Slovensko."" Check: includes all facts: Slovensko hasRiver okres Sabinov; okres Sabinov rankByLength 2; okres Sabinov country Slovensko. Yes. Return only sentence."
Id101,geography,,,2,Krompachy is located in Petržalka. Petržalka is a type of district.,"We need to produce fluent English prose expressing both triples. Triples: 1. Krompachy isLocatedIn Petržalka. 2. Petržalka isTypeOf okres. We need to translate ""isLocatedIn"" as ""is located in"". ""isTypeOf"" as ""is a type of"" or ""is a type of"". ""okres"" is a Slovak term meaning district. It's not a proper named entity, so translate to English: ""district"". So ""Petržalka is a type of district."" Or ""Petržalka is a district."" But we must preserve the predicate ""isTypeOf"". So we need to convey that Petržalka is a type of district. So sentence: ""Krompachy is located in Petržalka, which is a type of district."" That includes both facts. Ensure we include both facts: Krompachy located in Petržalka; Petržalka is type of district. That seems fine. We must not add extra info. ""which is a type of district"" is okay. Could also be two sentences: ""Krompachy is located in Petržalka. Petržalka is a type of district."" That also works. The instruction: generate a single fluent English sentence (or two short ones if needed). Two short ones is acceptable. Let's produce two short sentences to be safe. Thus output: ""Krompachy is located in Petržalka. Petržalka is a type of district."" Check: ""district"" is translation of ""okres"". Good. Return only the sentences."
Id102,politics,,,1,The first chairman of Úrad jadrového dozoru Slovenskej republiky is Dominika Mirgová.,"We need to produce a fluent English sentence expressing the triple: subject ""Úrad jadrového dozoru Slovenskej republiky"" (which is Slovak for ""Office of Nuclear Supervision of the Slovak Republic"" maybe). Predicate: firstChairman. Object: Dominika Mirgová. We must translate any entity that is NOT a proper named entity into English. The subject is an organization, not a proper named entity? It is a proper name of an office, but it's in Slovak. Should we translate? The instruction: ""Translate any entity that is NOT a proper named entity into English (e.g. common nouns, roles, generic descriptions). Keep proper named entities (names of people, places, organisations, works, etc.) in their original form."" So the organization is a proper named entity, so keep original form: ""Úrad jadrového dozoru Slovenskej republiky"". The object is a person name, proper, keep as is: ""Dominika Mirgová"". Predicate ""firstChairman"" should be translated to English: ""first chairman"". So sentence: ""Úrad jadrového dozoru Slovenskej republiky's first chairman is Dominika Mirgová."" Or ""The first chairman of Úrad jadrového dozoru Slovenskej republiky is Dominika Mirgová."" We must include all facts: that the office has a first chairman, who is Dominika Mirgová. So sentence: ""The first chairman of Úrad jadrového dozoru Slovenskej republiky is Dominika Mirgová."" That expresses subject, predicate, object. Good."
Id103,geography,,,1,Martin Rázus was born in Slovakia.,"We need to produce a fluent English sentence expressing the triple: Martin Rázus | birthPlace | Slovakia. We must translate predicate ""birthPlace"" to English: ""was born in"". So sentence: ""Martin Rázus was born in Slovakia."" We must not add any extra info. That's it."
Id104,sports,,,2,"Andrej Kraus is the best scorer of slovenské národné futbalové mužstvo, which participated in EURO 2024.","We need to produce fluent English prose expressing both triples. Triples: 1. Andrej Kraus | isBestScorerOf | slovenské národné futbalové mužstvo 2. slovenské národné futbalové mužstvo | participatedIn | EURO 2024 We need to translate non-proper entities to English. ""slovenské národné futbalové mužstvo"" is Slovak national football team (in Slovak). It's not a proper named entity? It's a proper name of a team, but it's in Slovak. Should we translate to English? The instruction: ""Translate any entity that is NOT a proper named entity into English (e.g. common nouns, roles, generic descriptions). Keep proper named entities (names of people, places, organisations, works, etc.) in their original form."" Is ""slovenské národné futbalové mužstvo"" a proper named entity? It's the name of a team, but it's in Slovak. Probably it's a proper name, but it's not in English. The instruction says keep proper named entities in original form. So we should keep it as is. However, ""EURO 2024"" is a proper named entity, keep as is. Thus sentence: ""Andrej Kraus is the best scorer of slovenské národné futbalové mužstvo, which participated in EURO 2024."" We need to include both facts. That sentence includes both: Andrej Kraus is best scorer of the team, and the team participated in EURO 2024. Make sure predicate ""isBestScorerOf"" becomes ""is the best scorer of"". ""participatedIn"" becomes ""participated in"". Good. Output only the sentence(s)."
Id105,geography,,,3,"Vrútky is the location of the confluence of the Topľa, and the Topľa’s confluence location is Vrútky. The Váh is a river in the confluence with Turiec.","We need to produce fluent English prose expressing all facts. Triples: 1. Vrútky | locationOfConfluence | Topľa Interpret: Vrútky is the location of confluence of Topľa. So ""Vrútky is the location of the confluence of the Topľa."" 2. Váh | riverInConfluence | Turiec Interpret: Váh is a river in confluence with Turiec? Actually predicate ""riverInConfluence"" suggests Váh is a river in the confluence of Turiec. So ""The Váh is a river in the confluence with Turiec."" Might phrase: ""The Váh river is in the confluence with the Turiec."" 3. Topľa | confluenceLocation | Vrútky Interpret: Topľa's confluence location is Vrútky. So ""The confluence of the Topľa is at Vrútky."" We need to include all facts, no extra. Could combine: ""Vrútky is the location of the confluence of the Topľa, and the Topľa’s confluence location is Vrútky; additionally, the Váh is a river in the confluence with Turiec."" But need to avoid redundancy? Both first and third are same fact reversed. Must include both but can be expressed once? Must express all facts; we can combine: ""Vrútky is the location of the confluence of the Topľa, and the Váh is a river in the confluence with Turiec."" That covers first and third (since location of confluence of Topľa = Vrútky). The third repeats that Topľa's confluence location is Vrútky, which is same. But we need to ensure both are expressed. Could phrase: ""Vrútky is the location of the confluence of the Topľa, and the Topľa’s confluence location is Vrútky; the Váh is a river in the confluence with Turiec."" That includes all three. Ensure proper nouns: Vrútky, Topľa, Váh, Turiec. Make sure no extra info. Use ""river"" maybe not needed for Váh? Predicate says ""riverInConfluence"". So we need to convey that Váh is a river in the confluence with Turiec. So ""The Váh is a river in the confluence with Turiec."" Thus final sentence(s): maybe two short ones: first sentence includes Vrútky and Topľa facts, second includes Váh fact. Let's produce: ""Vrútky is the location of the confluence of the Topľa, and the Topľa’s confluence location is Vrútky. The Váh is a river in the confluence with Turiec."" That satisfies."
Id106,sports,,,2,"Jaroslav Melišek, whose nationality is Čadca, founded floorball.","We need to produce fluent English prose expressing both triples. Triples: 1. hokejbal | founder | Jaroslav Melišek 2. Jaroslav Melišek | nationality | Čadca We need to translate ""hokejbal"" (likely a sport, maybe ""hokejbal"" is a Czech/Slovak term for ""floorball""? But we must translate any entity that is NOT a proper named entity into English. ""hokejbal"" is a common noun? It's a sport name, maybe considered a common noun, not a proper name. So we should translate it to English: ""hokejbal"" likely translates to ""floorball"". But we are not supposed to add info not given. The instruction: ""Translate any entity that is NOT a proper named entity into English (e.g. common nouns, roles, generic descriptions). Keep proper named entities (names of people, places, organisations, works, etc.) in their original form."" Thus ""hokejbal"" is not a proper named entity, so we need to translate it into English. But we need to know the correct translation. ""hokejbal"" is Czech/Slovak for ""floorball"". That is a known translation. So we can translate to ""floorball"". That seems appropriate. Second triple: Jaroslav Melišek is a proper name, keep as is. Nationality: Čadca. Čadca is a town in Slovakia, not a nationality. But the triple says nationality = Čadca, which is odd. But we must use exactly as given. ""Čadca"" is a proper named entity (place). So we keep it as is. Thus sentence: ""Floorball was founded by Jaroslav Melišek, who has Čadca as his nationality."" Or ""Floorball's founder is Jaroslav Melišek, whose nationality is Čadca."" Must include both facts. We must not add any extra info. The phrase ""has Čadca as his nationality"" is okay. Or ""Jaroslav Melišek, whose nationality is Čadca, founded floorball."" That expresses both. Make sure we include both facts: founder relationship and nationality. Thus final output: ""Jaroslav Melišek, whose nationality is Čadca, founded floorball."" That includes both. It says Jaroslav Melišek founded floorball, and his nationality is Čadca. Good. Check: We used ""floorball"" translation. That's correct. Return only sentence."
Id107,geography,,,4,"Petržalka is a city part of Devínsky Hrad, has the highest population density in Slovakia, and is the most populous.","We need to produce fluent English prose expressing all facts. Triples: 1. Devínsky Hrad hasCityPart Petržalka. So Petržalka is a city part of Devínsky Hrad. 2. Petržalka isPartOf Devínsky Hrad. Same fact, redundant. 3. Petržalka hasPopulationDensity highest in Slovakia. 4. Petržalka isMostPopulous true. Means Petržalka is the most populous (presumably in some context). We need to express that Petržalka is the most populous (maybe in Slovakia). But the triple only says isMostPopulous true, no context. So we can say ""Petržalka is the most populous."" We must include all facts: that Petržalka is a city part of Devínsky Hrad, that it is part of Devínsky Hrad (redundant but we can combine), that it has the highest population density in Slovakia, and that it is the most populous. We must not add extra info. So we can say: ""Petržalka is a city part of Devínsky Hrad, and it has the highest population density in Slovakia and is the most populous."" That covers all. But need to ensure we mention both ""hasCityPart"" and ""isPartOf"". Since they are same relationship, we can just state that Petržalka is a city part of Devínsky Hrad (covers both). That should be fine. Thus final sentence: ""Petržalka is a city part of Devínsky Hrad, has the highest population density in Slovakia, and is the most populous."" Ensure we keep ""most populous"" as a statement. Let's output that."
