eid,category,shape,shape_type,size,sentence,reasoning
Id202,culture,,,5,"Jana Budař ma filmowe mjeno Princ Mamánek; to je jejjej režiserowy debiut, filmowa pohadźka, wudawany w lěće 2022 a pochada z kraju Česká.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. No extra facts. Translate entities that are not proper names. Predicates must be translated to Upper Sorbian and used naturally. Keep proper names unchanged. Triples: 1. Jana Budař | filmName | Princ Mamánek 2. Princ Mamánek | releaseYear | 2022 3. Princ Mamánek | filmType | filmová pohádka 4. Princ Mamánek | countryOfOrigin | Česká 5. Jana Budař | directorDebut | Princ Mamánek We need to produce a sentence(s) that convey these facts. We have proper names: Jana Budař, Princ Mamánek. Also ""Česká"" is a country of origin; it's a proper name? It's the Czech Republic, but ""Česká"" is an adjective? Probably treat as proper name? The instruction: translate each entity that is not a proper name. ""Česká"" is a country name, but it's not a proper name? It's a country name, which is a proper noun. So keep as original. So we keep ""Česká"". ""filmová pohádka"" is a type; it's not a proper name, so translate to Upper Sorbian: ""filmowa pohadźka""? Upper Sorbian for ""filmová pohádka"" (Czech) would be ""filmowa pohadźka"". ""filmName"" predicate: translate to ""filmowe mjeno"" maybe. ""releaseYear"" -> ""wudawanski lěto"". ""countryOfOrigin"" -> ""kraj wotkładowa"" maybe ""kraj pochodźenja"". ""directorDebut"" -> ""režiserowy debiut"". Need to use natural sentence. We need to convey: Jana Budař's film name is Princ Mamánek. The film Princ Mamánek was released in 2022. It is a filmová pohádka (filmowa pohadźka). It originates from Česká. It is Jana Budař's director debut. Construct maybe one sentence: ""Jana Budař je reżyserka, jejjej debiutowy film je Princ Mamánek, filmowa pohadźka, wudawany w lěće 2022, z kraju Česká."" Need to keep all facts. Check each fact: - Jana Budař filmName Princ Mamánek -> ""Jana Budař ma filmowe mjeno Princ Mamánek"" or ""film Jana Budař je Princ Mamánek"". Use ""filmowe mjeno"" maybe. - Princ Mamánek releaseYear 2022 -> ""Princ Mamánek je wudawany w lěće 2022."" - Princ Mamánek filmType filmová pohádka -> ""Princ Mamánek je filmowa pohadźka."" - Princ Mamánek countryOfOrigin Česká -> ""Princ Mamánek pochada z Českeje"" but keep ""Česká"". Could say ""z kraju Česká."" - Jana Budař directorDebut Princ Mamánek -> ""Princ Mamánek je režiserowy debiut Jana Budař."" Combine: ""Jana Budař ma filmowe mjeno Princ Mamánek; to je jejjej režiserowy debiut, filmowa pohadźka, wudawany w lěće 2022 a pochada z kraju Česká."" Make sure we use only given facts. This sentence includes all facts. No extra. Check translation of predicates: filmName -> ""filmowe mjeno"". releaseYear -> ""wudawanski lěto"" or ""wudawany w lěće"". filmType -> ""filmowy typ"" but we used ""filmowa pohadźka"". That's okay. countryOfOrigin -> ""kraj pochodźenja"". directorDebut -> ""režiserowy debiut"". Use ""režiserowy debiut"". Good. Now produce only the sentence(s). Probably one sentence is fine. Thus final answer: Upper Sorbian sentence."
Id203,culture,,,6,"Česká televize produkuje program Svět pod hlavou, kotryž je wo Filip Marvan, kotreho hraje Václav Neužil, a kotryž je potrjechany awtom, a w roku 1982 je w komi, a ma zawod policista.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) that express all facts given, using only the information in triples, no extra inference. Must translate each entity that is not a proper name into Upper Sorbian. Proper names stay original. Predicates must be translated to Upper Sorbian and used naturally. Triples: 1. Česká televize | produces | Svět pod hlavou 2. Svět pod hlavou | isAbout | Filip Marvan 3. Filip Marvan | isPlayedBy | Václav Neužil 4. Filip Marvan | isHitBy | auto 5. Filip Marvan | experiencesInComa | 1982 6. Filip Marvan | hasProfession | policista We need to produce a sentence(s) that includes all facts. Must not add any facts not present. So we can say: ""Česká televize wutwori program 'Svět pod hlavou', kotryž je wo Filip Marvan, kotreho hraje Václav Neužil, a kotryž je potrjechany awtom, a w roku 1982 je w komi, a je policist."" Need to ensure each predicate translation: produces = ""produkuje"" or ""wutwori""? In Upper Sorbian, ""produkuje"" is okay. isAbout = ""je wo"". isPlayedBy = ""hraje"" (but ""is played by"" meaning the character is played by actor). Could phrase ""hrajom jón"" but we need to say ""Filip Marvan je hrajany wót Václav Neužil"". isHitBy = ""je potrjechany awtom"". experiencesInComa = ""ma komu w roku 1982"" or ""był w komi w roku 1982"". hasProfession = ""ma zawod policista"". Need to keep numbers exactly. We must not add any extra facts. So we can combine into one sentence: ""Česká televize produkuje program Svět pod hlavou, kotryž je wo Filip Marvan, kotreho hraje Václav Neužil, a kotryž je potrjechany awtom, a w roku 1982 je w komi, a ma zawod policista."" Check each part: - ""Česká televize produkuje program Svět pod hlavou"" uses triple 1. - ""kotryž je wo Filip Marvan"" uses triple 2. - ""kotreho hraje Václav Neužil"" uses triple 3. - ""a kotryž je potrjechany awtom"" uses triple 4 (isHitBy auto). Should be ""je potrjechany awtom"" (auto is not proper name, translate to ""awtom""). - ""a w roku 1982 je w komi"" uses triple 5 (experiencesInComa 1982). Should be ""w roku 1982 je w komi"". Good. - ""a ma zawod policista"" uses triple 6 (hasProfession policista). ""policista"" is a noun, not proper name, translate to Upper Sorbian ""policista"". Already is. All entities: Česká televize (proper name) stays. Svět pod hlavou (title) stays. Filip Marvan (proper name) stays. Václav Neužil (proper name) stays. auto (common noun) translate to ""awtom"". 1982 stays. policista stays (common noun). Predicates translated. Make sure we keep ""auto"" as ""awtom"". Good. We need only the sentence(s). Could be one sentence. Provide only that. Let's produce final answer."
Id204,culture,,,7,"Dědictví aneb Kurvahošigutntag je filmowa komedija z Česka, wozjewjena w lěće 1992, jejž je režiserka Věra Chytilová. Bohuš je wobražowany Bolekom Polívkom, dzědźi wulki majetk, kotryž je dzědźi so z zmarjenym wjacom.","We need to produce a fluid Upper Sorbian (hornjoserbski) text (one or two short sentences) that expresses all given facts, using only the information in triples, no extra facts. Must translate each non-proper entity to Upper Sorbian, predicates also. Proper names stay original. Triples: 1. Dědictví aneb Kurvahošigutntag isA filmová komedie 2. Dědictví aneb Kurvahošigutntag countryOfOrigin Česko 3. Dědictví aneb Kurvahošigutntag releaseYear 1992 4. Dědictví aneb Kurvahošigutntag director Věra Chytilová 5. Bohuš portrayedBy Bolek Polívka 6. Bohuš inherits velký majetek 7. velký majetek inheritedFrom zemřelý otec We need to translate entities: ""filmová komedie"" -> Upper Sorbian ""filmowa komedija""? Actually ""filmowa komedija"" (film comedy). ""Česko"" is proper? It's a country name, likely keep as original? It's a proper name, keep original. ""1992"" stays. ""director"" predicate -> ""režiser"" maybe ""režiser"". ""portrayedBy"" -> ""wobrazował"" or ""předstawił""? Upper Sorbian: ""wobrazował"" maybe ""wobrazował"" (portrayed by). ""inherits"" -> ""dzědźi"". ""inheritedFrom"" -> ""dzědźi so z"". ""velký majetek"" -> translate: ""wulki majetk"". ""zemřelý otec"" -> translate: ""zmarjeny wjac"". Actually ""otec"" is father, ""zmarjeny wjac""? Upper Sorbian for ""dead father"": ""zmarjeny wjac""? Not sure. Could be ""zmarjeny wjac"". Might be ""zmarjeny wjac"". Let's think: Upper Sorbian ""father"" = ""wjac"". ""dead"" = ""zmarjeny"". So ""zmarjeny wjac"". Good. Now construct sentences: maybe: ""Dědictví aneb Kurvahošigutntag je filmowa komedija z Česka, wozjewjena w lěće 1992, jejž je reżyserowała Věra Chytilová. Bohuš je wobražowany Bolekom Polívkom, dzědźi wulki majetk, kotryž je dzědźi so z zmarjenym wjacom."" Check predicates: isA -> ""je"". countryOfOrigin -> ""z Česka"". releaseYear -> ""w lěće 1992"". director -> ""režiser"" maybe ""režiser"". Use ""režiser"" as noun. ""režiser"" is ""director"". So ""režiser Věra Chytilová"". ""portrayedBy"" -> ""je wobražowany"". ""inherits"" -> ""dzědźi"". ""inheritedFrom"" -> ""dzědźi so z"". Good. Make sure we only use given facts. We didn't add any extra. We said ""z Česka"" (country of origin). Good. We didn't add ""filmowa komedija"" translation correct. Use ""filmowa komedija"". Upper Sorbian ""komedija"". So final text: ""Dědictví aneb Kurvahošigutntag je filmowa komedija z Česka, wozjewjena w lěće 1992, jejž je režiserka Věra Chytilová. Bohuš je wobražowany Bolekom Polívkom, dzědźi wulki majetk, kotryž je dzědźi so z zmarjenym wjacom."" Check ""režiserka"" female director. The triple says director Věra Chytilová, female, so ""režiserka"". Good. All entities: Dědictví aneb Kurvahošigutntag (proper name) stays. Věra Chytilová stays. Bolek Polívka stays. Bohuš stays. ""Česko"" stays. ""1992"" stays. ""filmowa komedija"", ""wulki majetk"", ""zmarjeny wjac"". Good. Return only the sentence(s)."
Id205,culture,,,5,"Postřižiny je celovečerny film, wot režisera Jiřího Menzela, wozjewjeny w lěće 1980, bazuje na kniho Bohumila Hrabala a je wo pivowarju a rodźinje jeho wotpowědnika za prěnju republiku.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) describing the facts from the triples, using only given info, no extra facts. Translate entities that are not proper names: e.g., ""celovečerní film"" is a common noun, translate to Upper Sorbian: ""celovečerny film"". ""director"" -> ""režiser"". ""releaseYear"" -> ""wydźiła so w lěće"" maybe ""rok wozjewjenja"". But need to translate predicate to Upper Sorbian and use naturally in sentence. ""basedOn"" -> ""bazuje na"". ""plotSummary"" -> ""přehled"" maybe ""přehlad"". But we need to incorporate the plot summary text: ""o pivovaru a rodině jeho správce za první republiky"". That is already in Czech; we need to translate to Upper Sorbian. Upper Sorbian translation: ""wo pivowarju a rodźinje jeho wotpowědnika za prěnju republiku"". Need to keep proper names unchanged: ""Postřižiny"", ""Jiří Menzel"", ""Bohumila Hrabala"". Also ""kniha"" is a common noun, translate to ""kniha"". So phrase: ""Postřižiny je celovečerny film, reżyserowany wot Jiřího Menzela, wozjewjeny w lěće 1980, bazuje na kniho Bohumila Hrabala a je wo pivowarju a rodźinje jeho wotpowědnika za prěnju republiku."" Need to ensure grammar: Upper Sorbian: ""Postřižiny je celovečerny film, reżyserowany wot Jiřího Menzela, wozjewjeny w lěće 1980, bazuje na kniho Bohumila Hrabala a je wo pivowarju a rodźinje jeho wotpowědnika za prěnju republiku."" Check translation of ""director"" as ""režiser"". Upper Sorbian: ""režiser"". Could say ""režiser je Jiří Menzel"". But we need natural sentence. Maybe: ""Postřižiny je celovečerny film, režiser je Jiří Menzel, wozjewjeny w lěće 1980, bazuje na kniho Bohumila Hrabala a je wo pivowarju a rodźinje jeho wotpowědnika za prěnju republiku."" That repeats subject. Could combine: ""Postřižiny je celovečerny film, wot režisera Jiřího Menzela, wozjewjeny w lěće 1980, bazuje na kniho Bohumila Hrabala a je wo pivowarju a rodźinje jeho wotpowědnika za prěnju republiku."" Make sure predicate translation: ""isA"" -> ""je"". ""director"" -> ""režiser"". ""releaseYear"" -> ""wuzwolił so w lěće""? Use ""wuzwolił so w lěće"" maybe. Simpler: ""wozjewjeny w lěće"". ""basedOn"" -> ""bazuje na"". ""plotSummary"" -> ""přehlad"" but we embed summary. Thus final single sentence. Provide only that."
Id206,culture,,,6,"Na samotě u lesa je komedija, pochadźe z Českeje, režiser je Jiří Menzel, wozjewja so w lěće 1976, a wobsahuje historiu wo normalnej pragskej rodinje Lavičkových, kotraž ma cíl wotzjewić domek na wjesce.","We need to produce a fluid Upper Sorbian (hornjoserbšćina) sentence(s) describing all facts from the triples, using only given info, no inference. Translate predicates to Upper Sorbian, and translate non-proper nouns. Entities that are proper names stay unchanged: ""Na samotě u lesa"", ""Česko"", ""Jiří Menzel"", ""Lavičkových"". Also ""rodinka Lavičkových"" is a phrase; ""rodinka"" is common noun, ""Lavičkových"" is proper name (genitive). Should keep ""rodinka Lavičkových"" as entity? The rule: translate each entity that is not a proper name. So ""rodinka Lavičkových"" includes common noun ""rodinka"" which should be translated? But it's already in Czech? Actually ""rodinka"" is Czech for ""family"". In Upper Sorbian, ""rodina"" maybe. Should translate ""rodinka"" to Upper Sorbian ""rodina"". But the entity is ""rodinka Lavičkových"". The proper part ""Lavičkových"" stays. So we can write ""rodina Lavičkových"". Also ""plot"" predicate: ""vypráví o obyčejné pražské rodince Lavičkových"". Need to translate that description into Upper Sorbian. Keep ""pražské"" maybe ""pragske""? Upper Sorbian for ""Praha"" is ""Praha"". Adjective ""pražské"" -> ""pragske"". ""obyčejné"" -> ""wobydłowate""? Actually ""obyčejny"" = ""normalny"". Upper Sorbian ""normalny"". Could use ""wobydłowy""? Might be ""wobydłowy"". Let's choose ""normalna"". But need to be accurate. Let's approximate: ""wobydłowa"" maybe. Use ""wobydłowa"". ""rodinka"" -> ""rodina"". So phrase: ""wobydłowa pragska rodina Lavičkovych"". Also need to keep ""Lavičkových"" maybe keep original spelling. Keep ""Lavičkových"". So ""rodina Lavičkových"". The plot says ""vypráví o obyčejné pražské rodince Lavičkových"". So we can say ""přikazuje wo normalnej pragskej rodinje Lavičkovych"". But need to keep proper name unchanged. Now produce sentences: maybe combine: ""Na samotě u lesa je komedija, pochadźe z Českeje, reżyserował ju Jiří Menzel, wozjewja so w lěće 1976, a wobsahuje historiu wo normalnej pragskej rodinje Lavičkových, kotraž ma cíl wotzjewić dom na wjesce."" Need to translate ""goal"" predicate: ""goal"" -> ""cíl"". So ""rodina Lavičkových ma cíl wotzjewić domek na wjesce"". Use ""domek"" maybe ""domek"". Upper Sorbian ""doma"". Use ""domek"". So final sentence(s). Ensure we used all triples: genre, country, director, releaseYear, plot, goal. Yes. Now produce only the sentence(s). Probably one sentence is enough. Let's craft: ""Na samotě u lesa je komedija, pochadźe z Českeje, reżyserował ju Jiří Menzel, wozjewja so w lěće 1976, a wobsahuje historiu wo normalnej pragskej rodinje Lavičkových, kotraž ma cíl wotzjewić domek na wjesce."" Check translation of predicates: genre -> ""žanr""? But we used ""komedija"". That's fine. Predicate ""genre"" we translate to ""žanr"". But we used ""je komedija"". That's okay. ""country"" -> ""kraj"". We used ""pochadźe z Českeje"". That's okay. ""director"" -> ""režiser"". We used ""reżyserował"". Might be ""režiser"". Use ""režiser"". So ""režiser je Jiří Menzel"". Let's adjust. ""Na samotě u lesa je komedija, pochadźe z Českeje, režiser je Jiří Menzel, wozjewja so w lěće 1976, a wobsahuje historiu wo normalnej pragskej rodinje Lavičkových, kotraž ma cíl wotzjewić domek na wjesce."" That covers all. Provide only this sentence."
Id207,culture,,,9,"Tři veteráni je filmowa pohadźka, pochadźi z Česka a je wozjewjeny w lěće 1983; ma hlavne postaci Pankrác, Bimbác a Servác, a kóžda z nich je wysłuženy wojak.","We need to produce a fluid Upper Sorbian (hornjoserbski) text describing all facts from triples, using only given info, no inference. Must translate predicates and non-proper nouns to Upper Sorbian. Entities that are proper names stay original. So we need sentences that convey each triple. Triples: 1. ""Tři veteráni"" isA ""filmová pohádka"" => ""Tři veteráni je filmowa pohadźka."" 2. ""Tři veteráni"" countryOfOrigin ""Česko"" => ""Tři veteráni je z Česka."" 3. ""Tři veteráni"" releaseYear ""1983"" => ""Tři veteráni je wozjewjeny w lěće 1983."" 4. ""Tři veteráni"" hasMainCharacters ""Pankrác"" => ""Tři veteráni ma hlavneho postać Pankrác."" But need plural? ""ma hlavneho postać"" singular; maybe ""ma hlavneho postać"" for each. Could combine: ""ma hlavne postaci Pankrác, Bimbác a Servác."" But that would combine multiple triples into one sentence, still using all facts. That's okay as long as we don't add info. We can list them. 5. ""Tři veteráni"" hasMainCharacters ""Bimbác"" 6. ""Tři veteráni"" hasMainCharacters ""Servác"" 7. ""Pankrác"" isA ""vysloužilý voják"" => ""Pankrác je wysłuženy wojak."" 8. ""Bimbác"" isA ""vysloužilý voják"" => ""Bimbác je wysłuženy wojak."" 9. ""Servác"" isA ""vysloužilý voják"" => ""Servác je wysłuženy wojak."" We need to produce one or two sentences, fluid. Could be: ""Tři veteráni je filmowa pohadźka, pochadźi z Česka a je wozjewjeny w lěće 1983; ma hlavne postaci Pankrác, Bimbác a Servác, a kóžda z nich je wysłuženy wojak."" Check: we used ""ma hlavne postaci"" (plural). That's okay. We used ""kóžda z nich je wysłuženy wojak."" That conveys each triple. No extra facts. All numbers preserved. Good. Make sure translation of ""filmová pohádka"" to Upper Sorbian: ""filmowa pohadźka"". ""countryOfOrigin"" -> ""pochadźi z"". ""releaseYear"" -> ""je wozjewjeny w lěće"". ""hasMainCharacters"" -> ""ma hlavne postaci"". ""vysloužilý voják"" -> ""wysłuženy wojak"". Use proper diacritics. Return only the sentence(s)."
Id208,culture,,,5,"Kniha „Fimfárum“ ma 17 powěsćow, je humoristiske pohádki, wudawana w lěće 1960, a jejim awtorom je Jan Werich.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence (or two short ones) that expresses all given facts, using only the information in triples. No extra facts. Must translate each entity that is not a proper name into Upper Sorbian. Proper names stay original. Predicates must be translated to Upper Sorbian and used naturally. Triples: - Kniha | title | Fimfárum - Kniha | numberOfStories | 17 - Kniha | genre | humoristické pohádky - Kniha | publicationYear | 1960 - Kniha | author | Jan Werich We need to produce a sentence(s) that says: The book titled ""Fimfárum"" has 17 stories, is a humoristické pohádky (humorous fairy tales) genre, was published in 1960, and its author is Jan Werich. We must translate predicate words: title -> ""title""? In Upper Sorbian, ""title"" is ""titul"". numberOfStories -> ""licba stawiznow""? maybe ""licba powěsćow""? But we need to convey ""number of stories"". Could be ""licba powěsćow"". genre -> ""žanr"". publicationYear -> ""wudawanski lěto"" or ""rok wudawanja"". author -> ""awtor"". Use natural sentence. We must keep proper names unchanged: Fimfárum, Jan Werich. Thus sentence: ""Kniha Fimfárum ma 17 powěsćow, je humoristiske pohádki, wudawana w lěće 1960, a jejim awtorom je Jan Werich."" Need to ensure grammar: ""Kniha Fimfárum"" maybe ""Kniha 'Fimfárum'"". Use Upper Sorbian: ""Kniha 'Fimfárum' ma 17 powěsćow, je humoristiske pohádki, wudawana w lěće 1960, a jejim awtorom je Jan Werich."" Check predicates: title is expressed by quoting title. That's okay. numberOfStories expressed by ""ma 17 powěsćow"". genre expressed by ""je humoristiske pohádki"". publicationYear expressed by ""wudawana w lěće 1960"". author expressed by ""jejim awtorom je Jan Werich"". All facts present, no extra. We must not add any other facts. This seems fine. Return only the sentence(s)."
Id209,culture,,,3,"Karel Čapek je awtor Devatero pohádek, kotraž je wozjewjena w lěće 1932 a ma žanr pohádki.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. Must translate predicate to Upper Sorbian and use it naturally. Entities that are not proper names should be translated. Proper names stay original. Triples: 1. Karel Čapek | authorOf | Devatero pohádek 2. Devatero pohádek | publicationYear | 1932 3. Devatero pohádek | genre | pohádky We need to produce a sentence(s) that expresses these facts, no extra info. Use only given facts. So we need to say: Karel Čapek je awtor ""Devatero pohádek"". ""Devatero pohádek"" je wozjewjeny w lěće 1932 a je žanra pohádki. Need to translate predicate: authorOf -> ""awtor"" or ""napisał""? In Upper Sorbian, ""authorOf"" could be ""awtor"" as noun, but predicate translation: ""awtor"" as verb? Could be ""je awtor"". So ""Karel Čapek je awtor Devatero pohádek."" Then ""Devatero pohádek je wozjewjeny w lěće 1932."" And ""Devatero pohádek je žanra pohádki."" Or ""ma žanr pohádki."" Use natural. Must keep numbers exactly. Use Upper Sorbian for ""publicationYear"" -> ""wuzjewjenje"" maybe ""wozjewjeny"". Use ""w lěće"". Use ""genre"" -> ""žanr"". So sentence: ""Karel Čapek je awtor Devatero pohádek, kotraž je wozjewjena w lěće 1932 a ma žanr pohádki."" That combines all three. Ensure no extra facts. That's fine. We must output only the sentence(s). Provide one sentence. Use proper translation. Let's produce: ""Karel Čapek je awtor Devatero pohádek, kotraž je wozjewjena w lěće 1932 a ma žanr pohádki."""
Id210,history,,,4,"Povídání o pejskovi a kočičce ma awtor Josef Čapek, wudawanski lěto 1929, žanr pohádkowa kniha a 2 zwěrjace postawy.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given facts. No extra facts. Translate entities (non-proper nouns) to Upper Sorbian. Predicates must be translated and used naturally. Triples: Subject: ""Povídání o pejskovi a kočičce"" (title of a work). It's a proper name? It's a title, likely considered a proper name, so keep original. But maybe we treat it as title, keep as is. Predicates: author, publicationYear, genre, numberOfAnimalCharacters. We need to produce a sentence(s) that convey these facts. We must translate predicate words to Upper Sorbian: author -> ""awtor"", publicationYear -> ""wudawanski lěto"" or ""rok wudawanja"". genre -> ""žanr"". numberOfAnimalCharacters -> ""ličba zwěrjich postaw"" or ""ličba zwěrjich postaw"" (animal characters). Use natural phrasing. We must keep numbers, dates exactly: 1929, 2. We must not add any other facts. Potential sentence: ""Povídání o pejskowi a kočičce je awtor Josef Čapek, wudawanski lěto 1929, žanr pohádkowa kniha a ma 2 zwěrjace postawy."" Need to translate ""pohádková knížka"" to Upper Sorbian: ""pohádkowa kniha"". ""pohádkowa kniha"" is correct. Make sure to keep ""Povídání o pejskovi a kočičce"" unchanged (original). Use Upper Sorbian grammar: ""Povídání o pejskowi a kočičce"" maybe case? In Upper Sorbian, ""o"" + locative: ""o pejskowi a kočičce"". The title is a phrase; we can keep as is. Sentence: ""Povídání o pejskovi a kočičce ma awtora Josefa Čapka, wudawanski lěto 1929, žanr pohádkowa kniha a 2 zwěrjace postawy."" Need to translate ""author"" as ""awtor"". Use genitive: ""awtor Josef Čapek"" or ""awtor Josefa Čapka"". Since we must not add facts, but we can use proper grammar. The triple says author = Josef Čapek. So we can say ""awtor Josef Čapek"". That's fine. Number of animal characters: ""2 zwěrjace postawy"". Could be ""2 zwěrjace postawy"". Keep number. Thus final output: one sentence. Check requirements: Use only info from triples. No extra facts. We didn't add anything else. We used ""ma"" (has) which is not a fact but a verb to connect. That's okay. We must translate predicate to Upper Sorbian and use naturally. We used ""awtor"", ""wudawanski lěto"", ""žanr"", ""ličba zwěrjich postaw""? We used ""2 zwěrjace postawy"" which conveys number. Could also say ""ma 2 zwěrjace postawy"". That's fine. Thus final answer: single sentence."
Id211,culture,,,4,"Arnošt Lustig je čěšćanski židowski spisowar a publicista, je awtor dźěła Modlitba pro Kateřinu Horovitzovou, kotrež ma temu holokaust.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) that expresses all facts from the triples, using only given info, no inference. Triples: 1. Arnošt Lustig | occupation | český židovský spisovatel 2. Arnošt Lustig | occupation | publicista 3. Arnošt Lustig | authorOf | Modlitba pro Kateřinu Horovitzovou 4. Modlitba pro Kateřinu Horovitzovou | hasTheme | holokaust We need to translate predicate to Upper Sorbian, and translate entities that are not proper names. So ""occupation"" -> ""powołanje"" maybe? In Upper Sorbian, ""occupation"" = ""powołanje"". ""authorOf"" -> ""autor dźěła"" maybe ""je awtor"" or ""napisał"". But we need to translate predicate to Upper Sorbian and use naturally in sentence. Could be ""je awtor"" or ""ma dźěło"". The instruction: ""Predikat přełož přeco do hornjoserbšćiny a wužij jón přirozenje w sadźe."" So we need to translate predicate words, not necessarily keep original. So we need to produce sentences using those translated predicates. We have two occupations: ""český židovský spisovatel"" and ""publicista"". These are not proper names, so translate to Upper Sorbian: ""česki židowski spisowar"" maybe? Upper Sorbian for ""Czech"" = ""čěšćina""? Actually ""Czech"" as adjective: ""čěšćina"" is noun; adjective ""čěšćanski"". ""Jewish"" = ""židowski"". ""writer"" = ""spisowar"". So ""čěšćanski židowski spisowar"". ""publicista"" = ""publicista"" maybe same? Upper Sorbian ""publicista"" is likely same. Could also be ""publicist"". We'll keep ""publicista"". The work title ""Modlitba pro Kateřinu Horovitzovou"" is a proper name, keep original. Theme ""holokaust"" translate: ""holokaust"" likely same. Could be ""holokaust"". Keep as is? It's not a proper name, it's a common noun, so translate to Upper Sorbian: ""holokaust"". Same word. Now produce fluid sentence(s). Could combine: ""Arnošt Lustig je čěšćanski židowski spisowar a publicista, je awtor dźěła Modlitba pro Kateřinu Horovitzovou, kotrež ma temu holokaust."" Need to translate predicate ""authorOf"" to something like ""je awtor dźěła"". ""hasTheme"" -> ""ma temu"". Use Upper Sorbian. Thus final output: one sentence. Ensure no extra info. Provide only the sentence. Let's craft: ""Arnošt Lustig je čěšćanski židowski spisowar a publicista, je awtor dźěła Modlitba pro Kateřinu Horovitzovou, kotrež ma temu holokaust."" Check: ""temu"" maybe ""temu"" is dative? Could be ""ma temu holokaust"" meaning ""has theme Holocaust"". Acceptable. Thus output only that sentence."
Id212,geography,,,2,Ašský výběžek ma lokaciju zapad Čech a rozšěruje so do územja Německa.,"We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. Two triples: Subject: ""Ašský výběžek"" Predicate: ""location"" Object: ""západ Čech"" Second: Subject: ""Ašský výběžek"" Predicate: ""extendsInto"" Object: ""území Německa"" We must translate predicate to Upper Sorbian, and translate non-proper nouns (common nouns) to Upper Sorbian. The subject ""Ašský výběžek"" is a proper name? It seems like a place name, maybe proper, so keep as is. The objects: ""západ Čech"" (west of Bohemia) - ""Čech"" is a proper name (Czech Republic?), but ""západ"" is common noun ""west"". So we need to translate ""west"" to Upper Sorbian: ""zapad"". ""Čech"" is proper, keep. So ""zapad Čech"". The second object: ""území Německa"". ""území"" is common noun ""territory"". Translate to Upper Sorbian: ""přistup"" maybe? Actually ""území"" in Upper Sorbian is ""přistup""? Not sure. Let's think: Upper Sorbian word for ""territory"" is ""přistup""? Wait, ""územje"" maybe? In Upper Sorbian, ""územje"" is ""area, territory"". So translate ""území"" to ""přistup""? Let's check: In Upper Sorbian, ""územje"" is ""territory"". So we use ""přistup""? I'm not certain. Let's use ""přistup"" is ""approach"". Better ""přistup"" is not correct. Use ""přistup"" no. Use ""přistup"" is not. Use ""přistup"" is ""approach"". So ""území"" = ""přistup""? Not. Let's use ""přistup"" no. Use ""přistup"" no. Let's use ""přistup"" no. I think ""územje"" is correct. So ""územje Německa"". ""Německa"" is proper (Germany genitive). Keep. Now predicates: ""location"" translate to Upper Sorbian: ""lokacija""? Actually ""location"" as a relation could be ""lokacija"" or ""lokacija"" is borrowed. Could be ""lokacija"". Or ""lokacija"" is used. Or ""lokacija"" is Czech. Upper Sorbian maybe ""lokacija"". Use ""lokacija"". ""extendsInto"" translate to Upper Sorbian: ""rozšěruje so do"" maybe? But we need a predicate used naturally in sentence. Could be ""rozšěruje so do"". So we can form sentences: ""Ašsky výběžek je w zapadźe Čech."" But we must use predicate translation. The predicate ""location"" could be expressed as ""ma lokaciju"". So ""Ašsky výběžek ma lokaciju zapad Čech."" For second: ""Ašsky výběžek rozšěruje so do územja Německa."" But we need to keep object translation: ""přistup""? Use ""přistup"". Let's use ""přistup"" no. Use ""přistup"" no. Use ""přistup"". Hmm. Better: ""Ašsky výběžek rozšěruje so do územja Německa."" That uses predicate ""rozšěruje so do"". That is translation of ""extendsInto"". So final output: maybe combine into one sentence: ""Ašsky výběžek ma lokaciju zapad Čech a rozšěruje so do územja Německa."" That uses both predicates. Ensure proper nouns unchanged. ""Ašský výběžek"" keep accent? Upper Sorbian may have diacritics: ""Ašsky výběžek""? The original ""Ašský výběžek"". Keep as is. Thus output one sentence."
